code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb_x,mktcap,nmc,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb_y,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600826 ,兰生股份,-0.622,11.19,11.16,11.3,11.08,11.26,2249160.0,0.5347000000000001,25179230.0,20.57,1.379,470698.720272,470698.720272,商贸代理,上海,14.33,4.21,4.21,44.15,24.15,0.21,1.36,0.32,0.39299999999999996,8.11,1.39,19940204.0,19.91,4.73,1.79,998.42,5.71,10.52,24818.0
600825 ,新华传媒,8.736,4.73,4.37,4.79,4.36,4.35,19186504.0,1.83623,88954451.0,157.667,1.947,494231.95305,494231.95305,出版业,上海,185.4,10.45,10.45,37.92,23.39,2.78,5.57,0.53,0.006,2.43,1.79,19940204.0,8.44,0.81,8.56,-28.54,35.75,2.47,56100.0
600824 ,益民集团,1.14,3.55,3.52,3.58,3.51,3.51,1921094.0,0.18226,6819018.0,34.135,1.522,374179.610915,374179.610915,百货,上海,14.57,10.54,10.54,31.87,14.67,1.79,1.56,0.15,0.06,2.33,1.5,19940204.0,10.31,0.98,-6.73,25.04,44.49,16.3,66343.0
600823 ,世茂股份,1.312,3.86,3.81,3.88,3.79,3.81,4690023.0,0.12503,18048737.0,6.031,0.603,1447950.948746,1447950.948746,全国地产,上海,13.63,37.51,37.51,1113.8,746.27,16.83,7.78,0.21,0.07,6.4,0.6,19940204.0,152.32,4.06,19.25,5.25,31.31,8.23,49938.0
600822 ,上海物贸,3.455,11.08,10.89,11.16,10.75,10.71,9391218.0,2.3706300000000002,102904353.0,123.111,8.814,549537.988712,438931.882064,商贸代理,上海,75.71,3.96,4.96,17.31,10.81,3.32,17.83,3.59,0.035,1.26,8.52,19940204.0,-17.26,-3.48,-29.05,8.11,7.33,1.36,50297.0
600821 ,津劝业,0.0,4.16,0.0,0.0,0.0,4.16,0.0,0.0,0.0,-6.303,8.9,173167.5816,173167.5816,百货,天津,0.0,4.16,4.16,12.43,1.1,5.96,1.79,0.43,-0.10800000000000001,0.47,8.9,19940128.0,-4.98,-1.2,-47.76,-26.51,18.12,-151.01,35870.0
600820 ,隧道股份,0.338,5.93,5.91,5.95,5.9,5.91,4167365.0,0.13255,24710922.0,9.413,0.886,1864448.983742,1864448.983742,建筑工程,上海,11.15,31.44,31.44,782.02,428.72,31.89,68.33,2.17,0.133,6.69,0.88,19940128.0,95.9,3.05,13.58,7.34,12.57,6.25,160737.0
600819 ,耀皮玻璃,-0.452,4.4,4.42,4.45,4.38,4.42,1308446.0,0.17506000000000002,5777510.0,44.0,1.313,411363.07036,328863.06948,玻璃,上海,30.44,7.47,9.35,74.0,31.86,33.89,11.46,1.23,0.036000000000000004,3.35,1.32,19940128.0,5.73,0.61,26.65,21.44,17.86,3.21,49519.0
600818 ,中路股份,0.877,10.35,10.28,10.42,10.25,10.26,722000.0,0.30342,7467155.0,517.5,5.226,332698.58685,246286.43685,文教休闲,上海,500.65,2.38,3.21,10.12,2.45,0.77,0.34,0.11,0.005,1.98,5.18,19940128.0,2.58,0.8,11.68,-30.44,19.25,1.35,36508.0
600817 ,ST宏盛,0.543,7.4,7.35,7.44,7.35,7.36,144400.0,0.09275000000000001,1068513.0,246.667,11.701,119073.46068,115202.51476,多元金融,河南,3110.03,1.56,1.61,1.85,0.7,0.01,2.12,1.32,0.001,0.63,11.64,19940128.0,-2.8,-1.74,-13.27,-14.11,40.36,1.58,7338.0
600817 ,ST宏盛,0.543,7.4,7.35,7.44,7.35,7.36,144400.0,0.09275000000000001,1068513.0,246.667,11.701,119073.46068,115202.51476,多元金融,河南,3110.03,1.56,1.61,1.85,0.7,0.01,2.12,1.32,0.001,0.63,11.64,19940128.0,-2.8,-1.74,-13.27,-14.11,40.36,1.58,7338.0
600816 ,安信信托,-2.101,4.66,4.73,4.79,4.65,4.76,42648727.0,0.9127600000000001,200649782.0,-13.906,1.9889999999999999,2548618.270254,2177389.262502,多元金融,上海,20.85,46.73,54.69,306.69,0.0,0.1,31.01,0.57,0.057,2.34,2.03,19940128.0,25.32,0.46,-66.75,-70.44,0.0,59.05,152680.0
600815 ,*ST厦工,-1.017,2.92,2.95,2.96,2.92,2.95,1409700.0,0.147,4152406.0,-3.842,-16.322,280019.236788,280019.236788,工程机械,福建,0.0,9.59,9.59,49.31,38.06,6.14,20.57,2.14,-0.003,-0.18,-16.49,19940128.0,-34.6,-3.61,-31.4,-119.51,14.94,-0.46,44574.0
600815 ,*ST厦工,-1.017,2.92,2.95,2.96,2.92,2.95,1409700.0,0.147,4152406.0,-3.842,-16.322,280019.236788,280019.236788,工程机械,福建,0.0,9.59,9.59,49.31,38.06,6.14,20.57,2.14,-0.003,-0.18,-16.49,19940128.0,-34.6,-3.61,-31.4,-119.51,14.94,-0.46,44574.0
600814 ,杭州解百,0.609,4.96,4.91,4.97,4.91,4.93,903800.0,0.1264,4471715.0,23.619,1.447,354653.271968,354653.271968,百货,浙江,15.21,7.15,7.15,51.54,31.24,8.44,0.14,0.02,0.162,3.43,1.44,19940114.0,15.88,2.22,3.82,2.15,21.2,3.8,28674.0
600812 ,华北制药,10.0,5.06,4.84,5.06,4.84,4.6,29856274.0,1.8307700000000002,149871496.0,55.0,1.508,825187.192874,825187.192874,化学制药,河北,47.23,16.31,16.31,183.09,76.48,79.11,34.81,2.13,0.049,3.36,1.37,19940114.0,1.17,0.07,13.0,28.54,40.7,1.49,80871.0
600811 ,东方集团,0.287,3.49,3.47,3.49,3.46,3.48,10375990.0,0.27933,36028951.0,19.773,0.623,1296387.067276,1296387.067276,综合类,黑龙江,18.95,37.15,37.15,512.57,287.96,9.78,88.87,2.39,0.046,5.6,0.62,19940106.0,52.17,1.4,4.03,2.53,2.51,9.41,90841.0
600810 ,神马股份,0.868,8.13,8.12,8.18,8.03,8.06,4908251.0,0.8536600000000001,39891949.0,5.531,1.071,467445.732,467445.732,化纤,河南,6.22,5.75,5.75,126.7,66.13,26.07,17.77,3.09,0.324,5.84,1.38,19940106.0,8.96,1.56,24.42,82.23,11.43,5.35,44579.0
600809 ,山西汾酒,1.787,71.21,70.03,71.21,69.5,69.96,3179610.0,0.36722000000000005,223666817.0,42.037,8.685,6206152.782186,6165705.502186,白酒,山西,17.37,8.66,8.72,129.69,102.43,15.54,2.82,0.32,1.01,8.2,8.53,19940106.0,54.11,6.21,20.12,22.58,71.94,21.62,32087.0
600808 ,马钢股份,-0.735,2.7,2.72,2.74,2.68,2.72,24962824.0,0.4183,67590243.0,3.498,0.736,2079183.92022,1611292.82022,普钢,安徽,62.53,59.68,77.01,763.62,380.58,313.01,83.52,1.08,0.011000000000000001,3.67,0.74,19940106.0,74.89,0.97,-3.23,-94.09,5.51,0.47,216511.0
600807 ,ST天业,-0.43,4.63,4.64,4.65,4.61,4.65,1391808.0,0.17685,6433514.0,115.75,3.176,409585.880453,364389.548832,区域地产,山东,33.91,7.87,8.85,62.54,41.5,1.31,11.83,1.34,0.069,1.46,3.19,19940103.0,-5.39,-0.61,-6.99,109.58,19.35,9.78,45861.0
600807 ,ST天业,-0.645,4.62,4.64,4.65,4.61,4.65,1405808.0,0.17862,6498194.0,115.5,3.169,408701.245722,363602.530368,区域地产,山东,33.91,7.87,8.85,62.54,41.5,1.31,11.83,1.34,0.069,1.46,3.19,19940103.0,-5.39,-0.61,-6.99,109.58,19.35,9.78,45861.0
600805 ,悦达投资,0.188,5.33,5.32,5.38,5.28,5.32,4036710.0,0.47475000000000006,21569894.0,55.521,0.713,453526.765302,453196.771144,综合类,江苏,11.15,8.5,8.51,109.82,36.78,9.84,3.95,0.46,0.239,7.48,0.71,19940103.0,44.37,5.21,29.49,102.65,13.77,15.62,53494.0
600804 ,鹏博士,0.0,7.24,7.19,7.41,7.16,7.24,20129077.0,1.40531,146485904.0,26.815,1.492,1037053.472476,1037027.089916,电信运营,四川,50.26,14.32,14.32,228.75,38.27,97.02,24.22,1.69,0.03,4.85,1.49,19940103.0,30.92,2.16,-9.16,-43.34,45.96,3.22,101400.0
600803 ,新奥股份,0.0,9.08,9.08,9.17,9.07,9.08,2728900.0,0.22198,24862808.0,8.18,1.274,1116255.050964,1116255.050964,农药化肥,河北,8.0,12.29,12.29,238.53,76.1,73.74,17.94,1.46,0.29,7.12,1.27,19940103.0,55.92,4.55,6.77,1.35,20.58,11.11,43160.0
600802 ,福建水泥,0.268,7.49,7.49,7.55,7.45,7.47,2940801.0,0.7701,22052959.0,8.473,2.488,286023.375834,286023.375834,水泥,福建,6.77,3.82,3.82,40.97,11.03,18.29,2.14,0.56,0.552,3.01,2.48,19940103.0,0.97,0.25,3.81,-6.42,29.65,16.03,43359.0
600801 ,华新水泥,0.848,19.02,18.9,19.23,18.83,18.86,11244105.0,0.8256300000000001,214367946.0,5.497,1.608,3987732.92421,2590295.48421,水泥,湖北,9.78,13.62,20.97,335.5,106.48,158.18,25.1,1.2,0.48200000000000004,8.45,2.23,19940103.0,127.55,6.08,32.53,90.6,36.55,16.92,50376.0
600800 ,天津磁卡,1.331,5.33,5.28,5.41,5.27,5.26,5887388.0,0.96364,31417113.0,44.417,24.349,325807.468051,325639.573051,综合类,天津,0.0,6.11,6.11,5.64,2.87,0.61,1.35,0.22,-0.071,0.22,24.03,19931206.0,-6.77,-1.11,-35.34,-46.1,15.6,-85.66,64554.0
600798 ,宁波海运,0.829,3.65,3.6,3.69,3.59,3.62,6505350.0,0.63107,23740626.0,18.689,1.266,440384.983365,376260.59602,水运,浙江,32.26,10.31,12.07,74.31,10.9,28.47,11.87,0.98,0.027999999999999997,2.88,1.26,19970423.0,8.42,0.7,-11.67,-17.81,24.49,6.56,82882.0
600797 ,浙大网新,-0.23,8.67,8.66,8.79,8.6,8.69,15226123.0,1.50073,132317770.0,51.0,2.006,907433.074737,879642.88011,软件服务,浙江,33.39,10.15,10.47,65.37,28.92,7.9,21.08,2.01,0.065,4.36,1.99,19970418.0,12.43,1.19,11.03,93.36,27.5,9.11,115033.0
600796 ,钱江生化,1.721,5.32,5.26,5.35,5.22,5.23,1485085.0,0.49273000000000006,7873622.0,-35.467,2.8,160345.940608,160345.940608,农药化肥,浙江,0.0,3.01,3.01,8.96,3.82,3.93,0.38,0.12,-0.017,1.9,2.75,19970408.0,1.51,0.5,-15.39,3.15,12.71,-6.3,30359.0
600795 ,国电电力,0.0,2.47,2.47,2.47,2.46,2.47,15159523.0,0.07715000000000001,37375596.0,40.492,0.9450000000000001,4853648.267715,4853648.267715,火力发电,辽宁,8.56,196.5,196.5,3735.71,352.82,2741.44,48.99,0.25,0.07200000000000001,2.61,0.94,19970318.0,209.0,1.06,7.8,5.92,21.76,4.96,695370.0
600794 ,保税科技,3.571,4.06,4.0,4.1,3.95,3.92,32032887.0,2.64265,129529298.0,135.333,2.58,492133.775742,492133.775742,仓储物流,江苏,34.23,12.12,12.12,30.09,12.89,10.66,2.68,0.22,0.028999999999999998,1.52,2.58,19970306.0,2.8,0.23,-26.75,14.86,22.77,14.27,85601.0
600793 ,宜宾纸业,-0.446,17.87,17.99,18.08,17.85,17.95,472300.0,0.44853000000000004,8467501.0,10.786,5.229,225805.32,188171.1,造纸,四川,14.28,1.05,1.26,37.14,11.55,21.51,1.05,0.83,0.38,3.42,5.25,19970220.0,1.46,1.15,-30.25,2242.11,1.26,16.5,9915.0
600793 ,宜宾纸业,-0.446,17.87,17.99,18.08,17.85,17.95,472300.0,0.44853000000000004,8467501.0,10.786,5.229,225805.32,188171.1,造纸,四川,14.28,1.05,1.26,37.14,11.55,21.51,1.05,0.83,0.38,3.42,5.25,19970220.0,1.46,1.15,-30.25,2242.11,1.26,16.5,9915.0
600792 ,云煤能源,2.477,3.31,3.28,3.4,3.27,3.23,8468500.0,0.8554700000000001,28206475.0,17.421,1.049,327664.7116,327664.7116,焦炭加工,云南,40.97,9.9,9.9,54.37,24.15,19.89,22.72,2.3,0.02,3.16,1.02,19970123.0,-2.74,-0.28,14.85,209.04,9.16,1.4,40234.0
600791 ,京能置业,1.09,3.71,3.69,3.72,3.67,3.67,1382400.0,0.30563,5119478.0,33.727,1.011,168018.48,167808.381216,全国地产,北京,79.04,4.52,4.53,81.01,75.41,0.15,1.77,0.39,0.012,3.67,1.0,19970130.0,8.78,1.94,-68.45,74.44,34.87,5.19,28942.0
600790 ,轻纺城,0.0,3.61,3.61,3.63,3.6,3.61,2273199.0,0.15508000000000002,8225097.0,10.314,0.973,529150.525008,529150.525008,商品城,浙江,15.24,14.66,14.66,101.52,24.41,1.87,10.87,0.74,0.059000000000000004,3.71,0.97,19970228.0,18.01,1.23,4.12,-6.47,61.64,36.08,38817.0
600789 ,鲁抗医药,-0.157,6.35,6.37,6.44,6.33,6.36,9648014.0,1.13223,61481825.0,25.4,1.445,558945.881725,541097.23378,化学制药,山东,28.97,8.52,8.8,68.28,28.85,22.89,18.29,2.08,0.055,3.38,1.88,19970226.0,3.19,0.36,6.74,-46.73,29.54,5.15,104352.0
600787 ,中储股份,0.585,5.16,5.18,5.21,5.13,5.13,2736300.0,0.12439000000000001,14162438.0,23.757,1.031,1135097.333028,1135097.333028,仓储物流,天津,98.5,22.0,22.0,204.39,101.44,28.0,36.77,1.67,0.013000000000000001,5.01,1.02,19970121.0,33.92,1.54,38.48,17.96,3.23,0.29,57262.0
600785 ,新华百货,-0.263,15.17,15.32,15.32,15.16,15.21,230411.0,0.10212,3508138.0,24.869,1.494,342282.65176,342282.65176,百货,宁夏,10.35,2.26,2.26,50.2,17.74,17.53,3.11,1.38,0.735,10.16,1.5,19970108.0,15.57,6.9,-0.17,19.7,22.42,4.2,9866.0
600784 ,鲁银投资,-0.375,5.31,5.33,5.33,5.28,5.33,1354014.0,0.23831000000000002,7178562.0,48.273,2.001,301702.436226,301702.436226,普钢,山东,102.16,5.68,5.68,59.76,27.69,15.05,5.82,1.02,0.013000000000000001,2.65,2.01,19961225.0,2.52,0.44,18.27,-90.5,14.93,1.74,44300.0
600783 ,鲁信创投,-0.424,14.1,14.16,14.36,14.08,14.16,5676024.0,0.7625400000000001,80730223.0,56.4,2.934,1049546.60454,1049546.60454,多元金融,山东,47.74,7.44,7.44,53.13,12.68,1.42,10.4,1.4,0.07400000000000001,4.81,2.95,19961225.0,16.17,2.17,17.99,101.88,27.05,102.42,60933.0
600782 ,新钢股份,2.208,4.63,4.62,4.7,4.59,4.53,22344036.0,0.70072,103717058.0,2.5,0.732,1476378.608248,1476378.608248,普钢,江西,4.82,31.89,31.89,421.55,294.13,100.88,56.08,1.76,0.235,6.18,0.73,19961225.0,97.87,3.07,8.0,-13.85,8.92,5.55,59080.0
600781 ,辅仁药业,-1.435,6.18,6.12,6.29,6.12,6.27,14126401.0,3.77446,87584037.0,4.352,0.6900000000000001,387583.342416,231294.671196,中成药,河南,4.57,3.74,6.27,109.86,59.82,36.93,18.98,3.03,0.34299999999999997,8.95,0.7,19961218.0,29.99,4.78,1.02,17.26,47.65,15.7,22500.0
600780 ,通宝能源,0.593,3.39,3.37,3.4,3.35,3.37,1257445.0,0.10968000000000001,4249410.0,17.349,0.748,388664.355297,388664.355297,火力发电,山西,10.53,11.47,11.47,118.31,23.91,45.73,12.28,1.07,0.08,4.53,0.74,19961205.0,25.36,2.21,15.2,11.68,14.11,5.38,45379.0
600779 ,水井坊,2.074,47.25,46.28,47.42,45.72,46.29,3016282.0,0.6174000000000001,141198544.0,39.836,14.088,2308378.42305,2308378.42305,白酒,四川,33.3,4.89,4.89,38.59,30.21,5.17,4.0,0.82,0.695,3.35,13.8,19961206.0,3.4,0.7,26.47,26.97,82.21,20.1,32160.0
600779 ,水井坊,1.966,47.2,46.28,47.42,45.72,46.29,3025482.0,0.61928,141632734.0,39.794,14.074,2305935.69456,2305935.69456,白酒,四川,33.3,4.89,4.89,38.59,30.21,5.17,4.0,0.82,0.695,3.35,13.8,19961206.0,3.4,0.7,26.47,26.97,82.21,20.1,32160.0
600778 ,友好集团,0.408,4.92,4.9,4.94,4.88,4.9,1083501.0,0.3483,5320254.0,41.103,1.909,153253.745184,153054.662304,百货,新疆,19.72,3.11,3.11,48.14,12.51,17.22,4.04,1.3,0.124,2.58,1.9,19961203.0,-0.19,-0.06,-10.5,-34.1,25.86,1.51,21404.0
600777 ,新潮能源,0.485,2.07,2.06,2.09,2.05,2.06,17283809.0,0.42663,35805434.0,23.443,0.924,1407702.635775,838605.96999,石油开采,山东,18.9,40.51,68.0,272.63,27.91,8.43,66.57,0.98,0.055,2.24,0.92,19961121.0,11.66,0.17,24.32,53.68,48.97,13.88,92985.0
600776 ,东方通信,-0.768,19.37,19.55,19.86,19.28,19.52,20065798.0,2.09893,392294728.0,191.026,7.878,2432872.123968,1851772.123968,通信设备,浙江,431.24,9.56,12.56,37.45,29.06,1.98,8.97,0.71,0.011000000000000001,2.46,7.94,19961126.0,8.09,0.64,-5.3,-31.14,14.04,3.0,211774.0
600775 ,南京熊猫,-0.733,10.83,11.03,11.07,10.81,10.91,14375696.0,2.13975,156738123.0,61.117,2.842,989687.126907,727601.126907,通信设备,江苏,185.16,6.72,9.14,63.34,47.56,8.62,14.71,1.61,0.015,3.81,2.86,19961118.0,8.39,0.92,4.03,-49.19,13.57,1.25,63000.0
600774 ,汉商集团,-1.226,11.28,11.37,11.4,11.28,11.42,260776.0,0.115,2950779.0,130.858,4.228,255997.346256,255782.720568,百货,湖北,89.17,2.27,2.27,16.9,1.52,10.93,1.29,0.57,0.064,2.67,4.28,19961108.0,1.68,0.74,2.69,40.61,33.32,2.59,8411.0
600773 ,西藏城投,0.342,5.87,5.9,5.9,5.84,5.85,2413000.0,0.32341000000000003,14156603.0,45.154,1.444,481140.856728,437963.455378,区域地产,西藏,46.84,7.46,8.2,116.48,97.0,11.36,16.42,2.0,0.031,4.07,1.44,19961108.0,8.63,1.05,1.28,21.48,41.03,7.97,54233.0
600771 ,广誉远,0.806,18.75,18.72,18.87,18.53,18.6,4879230.0,1.15404,91330523.0,17.689,2.855,922499.431875,792740.02125,中成药,青海,39.92,4.23,4.92,30.29,21.3,6.68,17.54,3.56,0.11599999999999999,4.71,3.95,19961105.0,2.09,0.42,-7.56,10.99,77.69,21.13,23085.0
600770 ,综艺股份,-0.171,5.83,5.84,5.9,5.81,5.84,6824750.0,0.52498,39938068.0,140.821,2.188,757900.0,757900.0,综合类,江苏,306.78,13.0,13.0,58.48,23.8,11.88,22.26,1.71,0.01,2.66,2.19,19961120.0,0.1,0.01,-1.75,-82.48,29.39,5.02,79532.0
600769 ,祥龙电业,-0.167,5.97,6.0,6.03,5.93,5.98,1493596.0,0.39832,8927327.0,426.429,41.807,223861.3884,223861.3884,建筑工程,湖北,641.11,3.75,3.75,1.36,0.43,0.16,3.67,0.98,0.002,0.14,41.86,19961101.0,-7.3,-1.95,-45.44,-15.48,25.22,16.0,19500.0
600768 ,宁波富邦,-0.542,11.02,10.95,11.18,10.94,11.08,1573255.0,1.17629,17401798.0,-47.913,6.211,147389.4144,147389.4144,铝,浙江,0.0,1.34,1.34,6.69,4.4,1.39,0.05,0.04,-0.044000000000000004,0.74,14.9,19961111.0,-0.53,-0.4,-3.17,-5.05,3.25,-3.96,10012.0
600767 ,ST运盛,1.262,6.42,6.3,6.49,6.28,6.34,1217100.0,0.35701000000000005,7803511.0,107.0,7.7059999999999995,218928.536844,218864.336844,医疗保健,上海,0.0,3.41,3.41,4.69,2.14,0.02,0.36,0.11,-0.006,0.83,7.61,19961115.0,-0.99,-0.29,9.31,66.92,19.51,-13.01,31462.0
600767 ,ST运盛,1.262,6.42,6.3,6.49,6.28,6.34,1217300.0,0.35707000000000005,7804795.0,107.0,7.7059999999999995,218928.536844,218864.336844,医疗保健,上海,0.0,3.41,3.41,4.69,2.14,0.02,0.36,0.11,-0.006,0.83,7.61,19961115.0,-0.99,-0.29,9.31,66.92,19.51,-13.01,31462.0
600766 ,园城黄金,0.113,8.85,8.77,8.92,8.72,8.84,7425900.0,3.31614,65440547.0,-885.0,39.107,198440.73747,198179.88372,黄金,山东,0.0,2.24,2.24,1.58,1.08,0.08,2.37,1.06,-0.002,0.23,39.07,19961028.0,-4.01,-1.79,-40.65,-132.6,67.43,-22.04,31652.0
600765 ,中航重机,1.577,9.02,8.86,9.09,8.86,8.88,4678439.0,0.6013400000000001,41927545.0,20.977,1.637,701758.8864,701758.8864,机械基件,贵州,58.56,7.78,7.78,122.19,83.56,26.09,16.81,2.16,0.038,5.51,1.61,19961106.0,16.74,2.15,13.15,8.18,25.12,2.46,65294.0
600764 ,中国海防,0.297,30.39,30.4,30.5,30.13,30.3,1800062.0,0.54752,54576237.0,178.136,11.153,1199816.172477,999119.050431,通信设备,北京,269.36,3.29,3.95,14.59,10.72,2.99,4.17,1.06,0.027999999999999997,2.72,11.12,19961104.0,2.38,0.6,14.14,278.4,48.89,19.22,13441.0
600763 ,通策医疗,-0.681,93.38,93.8,94.22,93.01,94.02,1470100.0,0.45849000000000006,137835306.0,89.788,19.672,2994136.32,2994136.32,医疗保健,浙江,72.55,3.21,3.21,23.3,4.2,7.93,0.0,0.0,0.648,4.75,19.81,19961030.0,11.84,3.69,23.58,54.07,45.6,24.54,19519.0
600761 ,安徽合力,0.22,9.12,9.11,9.18,9.07,9.1,1577800.0,0.21316000000000002,14375872.0,11.544,1.429,675044.891424,675044.891424,工程机械,安徽,11.89,7.4,7.4,77.77,53.87,15.88,3.15,0.43,0.191,6.38,1.43,19961009.0,30.44,4.11,8.72,0.9,20.53,5.7,32950.0
600760 ,中航沈飞,0.437,29.86,29.73,30.19,29.56,29.73,5579337.0,1.40001,166850708.0,56.34,5.181,4181562.40501,1189986.97567,航空,山东,52.49,3.99,14.0,277.98,214.81,32.53,61.44,4.39,0.142,5.76,5.16,19961011.0,5.79,0.41,191.27,989.37,8.92,3.9,51802.0
600759 ,洲际油气,0.0,3.14,3.16,3.18,3.13,3.14,18955123.0,0.8394,59759328.0,101.948,1.3599999999999999,710741.360652,709069.781652,石油开采,海南,261.78,22.58,22.64,145.59,27.27,0.68,24.53,1.08,0.003,2.31,1.36,19961008.0,5.15,0.23,-29.74,-83.14,68.95,1.16,76789.0
600758 ,红阳能源,0.928,4.35,4.34,4.39,4.3,4.31,13060301.0,1.66226,56633617.0,48.333,1.029,575077.56639,341777.109675,煤炭开采,辽宁,15.04,7.86,13.22,151.54,56.73,67.44,34.19,2.59,0.07200000000000001,4.23,1.02,19961029.0,6.39,0.48,-15.34,8.73,20.47,5.11,60500.0
600757 ,长江传媒,-1.967,6.48,6.59,6.6,6.47,6.61,7299864.0,0.6015600000000001,47641746.0,10.8,1.124,786445.376904,786346.122744,出版业,湖北,8.42,12.13,12.14,103.2,81.4,8.35,18.12,1.49,0.196,5.7,1.16,19961003.0,36.54,3.01,-26.12,33.2,30.63,14.83,40400.0
600756 ,浪潮软件,-1.157,21.35,21.44,21.72,21.2,21.6,11962851.0,3.69111,256939367.0,22.01,2.835,691950.837655,691950.837655,软件服务,山东,530.99,3.24,3.24,30.39,17.18,1.61,10.57,3.26,0.01,7.53,2.87,19960923.0,9.68,2.99,19.45,-83.59,55.56,1.33,77667.0
600755 ,厦门国贸,0.13,7.72,7.68,7.74,7.68,7.71,4979945.0,0.27418000000000003,38412572.0,9.301,1.089,1402173.856588,1402173.856588,商贸代理,福建,4.43,18.16,18.16,944.45,791.96,21.69,28.97,1.59,0.34,7.09,1.09,19961003.0,76.94,4.24,42.74,41.68,4.02,1.59,130893.0
600754 ,锦江股份,-1.647,23.89,24.32,24.55,23.88,24.29,1553251.0,0.19369000000000003,37476475.0,21.142,1.76,2288510.15516,1915826.15516,酒店餐饮,上海,19.69,8.02,9.58,396.01,102.62,64.16,78.64,8.21,0.308,13.58,1.79,19961011.0,35.25,3.68,2.66,28.18,88.35,8.85,46264.0
600753 ,东方银星,0.057,17.54,17.35,17.68,17.33,17.53,634900.0,0.49602,11118281.0,106.951,12.182,224512.0,224512.0,批发业,福建,310.21,1.28,1.28,2.26,2.16,0.01,1.41,1.11,0.013999999999999999,1.44,12.18,19960927.0,-0.85,-0.67,-66.37,-53.46,3.93,0.93,7597.0
600751 ,海航科技,1.024,2.96,2.91,2.98,2.91,2.93,9844346.0,0.38257,29091470.0,148.0,0.633,858203.983768,761663.959392,水运,天津,40.38,19.71,28.99,1190.12,879.99,24.94,102.07,3.52,0.018000000000000002,4.67,0.63,19960909.0,2.5,0.09,4.51,202.13,6.53,0.07,83346.0
600750 ,江中药业,0.079,12.61,12.75,12.75,12.53,12.6,1748302.0,0.33301000000000003,22046232.0,11.259,1.5670000000000002,662025.0,662025.0,中成药,江西,13.02,5.25,5.25,43.76,27.1,10.26,4.35,0.83,0.242,6.44,1.96,19960923.0,23.09,4.4,16.72,9.5,66.34,23.65,31818.0
600749 ,西藏旅游,-1.058,10.29,10.4,10.43,10.24,10.4,1121000.0,0.49391,11566684.0,105.215,2.198,233547.516993,233547.516993,旅游景点,西藏,158.76,2.27,2.27,13.3,6.36,1.68,9.76,4.3,0.033,4.68,2.22,19961015.0,-1.46,-0.64,6.47,146.75,51.21,9.3,19460.0
600748 ,上实发展,1.714,7.12,7.0,7.22,6.96,7.0,10895553.0,0.5906800000000001,77396292.0,19.778,1.294,1313328.779104,1313328.779104,全国地产,上海,20.22,18.45,18.45,375.49,316.72,9.01,25.97,1.41,0.087,5.5,1.27,19960925.0,49.5,2.68,31.88,21.83,27.42,9.19,36645.0
600747 ,*ST大控,-1.064,0.93,0.92,0.94,0.91,0.94,17987500.0,1.6900300000000001,16665938.0,-0.869,3.247,136182.541107,98982.541107,多元金融,辽宁,0.0,10.64,14.64,24.01,21.83,0.16,10.12,0.69,-0.006,0.29,3.28,19960916.0,-21.72,-1.48,531.79,10.55,3.06,-5.24,64272.0
600747 ,*ST大控,-1.064,0.93,0.92,0.94,0.91,0.94,17992600.0,1.6905100000000002,16670681.0,-0.869,3.247,136182.541107,98982.541107,多元金融,辽宁,0.0,10.64,14.64,24.01,21.83,0.16,10.12,0.69,-0.006,0.29,3.28,19960916.0,-21.72,-1.48,531.79,10.55,3.06,-5.24,64272.0
600746 ,江苏索普,0.0,6.3,6.3,6.37,6.28,6.3,1166213.0,0.38279,7368735.0,538.462,3.797,193045.51476,191936.37645,化工原料,江苏,612.45,3.05,3.06,5.97,3.39,1.31,0.62,0.2,0.003,1.66,3.8,19960918.0,0.56,0.18,-43.28,122.75,4.98,0.99,18612.0
600745 ,闻泰科技,-0.175,39.93,40.29,40.88,39.63,40.0,6985218.0,1.09612,280454110.0,399.3,7.0,2544604.683291,2544604.683291,通信设备,湖北,148.38,6.37,6.37,289.55,120.16,5.75,23.82,3.74,0.067,5.7,7.01,19960828.0,5.7,0.89,184.6,175.07,7.02,0.88,21634.0
600744 ,华银电力,-0.358,2.78,2.81,2.82,2.78,2.79,7474200.0,0.9030800000000001,20926637.0,92.667,1.611,495152.548172,230082.363756,火力发电,湖南,50.08,8.28,17.81,180.95,45.58,106.79,48.89,2.74,0.013999999999999999,1.73,1.62,19960905.0,-37.25,-2.09,-14.77,-18.98,10.14,1.18,82869.0
600743 ,华远地产,0.0,2.31,2.32,2.33,2.3,2.31,2317096.0,0.09876000000000001,5372016.0,7.219,0.6910000000000001,541949.301894,541949.301894,区域地产,北京,135.44,23.46,23.46,518.99,475.42,13.24,12.76,0.54,0.004,3.34,0.69,19960909.0,38.69,1.65,3.89,2506.53,34.54,1.72,52400.0
