code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb_x,mktcap,nmc,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb_y,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300538 ,同益股份,5.92,21.65,20.7,22.48,20.66,20.44,18228215.0,41.66019,394539177.0,60.139,4.223,328278.44772,94728.524975,批发业,深圳,90.55,0.44,1.52,5.79,5.32,0.14,1.83,1.21,0.055999999999999994,2.85,7.17,20160826.0,1.59,1.05,-0.16,9.52,11.84,3.01,15943.0
300537 ,广信材料,-2.44,18.39,18.72,18.81,18.36,18.85,8426064.0,8.75732,156197213.0,64.504,2.727,354977.726976,176943.864804,染料涂料,江苏,26.82,0.96,1.93,19.17,7.7,1.95,8.32,4.31,0.17600000000000002,6.74,2.8,20160830.0,2.5,1.29,55.53,85.53,35.82,15.85,11100.0
300536 ,农尚环境,-1.314,7.51,7.61,7.62,7.46,7.61,4556071.0,4.26244,34229961.0,24.226,3.749,220259.387883,80273.527852,建筑工程,湖北,40.23,1.07,2.93,12.44,12.04,0.34,0.08,0.03,0.095,2.0,3.8,20160920.0,2.56,0.87,4.98,4.57,24.85,11.85,28250.0
300535 ,达威股份,-0.36,13.82,13.83,14.0,13.81,13.87,313930.0,0.3811,4358343.0,34.183,1.992,143642.306326,113842.675656,化工原料,四川,37.0,0.65,1.04,8.15,4.01,1.47,3.17,3.05,0.187,6.94,2.0,20160812.0,2.97,2.85,-0.88,-4.96,48.02,11.73,10659.0
300534 ,陇神戎发,-0.502,5.95,6.0,6.05,5.92,5.98,2456100.0,1.2098900000000001,14654580.0,146.914,2.487,180490.275,120785.83538,中成药,甘肃,112.77,2.03,3.03,7.91,2.76,3.03,2.31,0.76,0.027000000000000003,2.39,2.5,20160913.0,1.63,0.54,-0.45,-24.69,37.73,7.28,23478.0
300533 ,冰川网络,1.038,39.92,39.54,40.68,39.4,39.51,1533594.0,3.8335,61547886.0,40.323,2.5140000000000002,402318.5504,159700.131656,软件服务,深圳,34.47,0.4,1.01,18.27,17.72,0.03,9.12,9.05,0.287,15.95,2.48,20160818.0,5.74,5.7,73.81,54.61,93.4,28.27,15241.0
300532 ,今天国际,0.77,13.08,13.03,13.45,12.9,12.98,13346128.0,11.15664,175382460.0,186.857,4.49,359745.445152,156469.515696,软件服务,深圳,23.17,1.2,2.75,16.46,13.53,0.83,2.27,0.83,0.14,2.94,4.42,20160818.0,2.98,1.09,151.01,54.67,26.73,11.7,10939.0
300531 ,优博讯,6.334,17.46,16.6,17.78,16.5,16.42,8545216.0,3.05186,146445096.0,41.571,6.304,488880.0,488880.0,软件服务,深圳,30.25,2.8,2.8,11.23,9.26,0.37,0.27,0.1,0.271,2.77,5.93,20160809.0,4.5,1.61,42.88,45.42,33.16,16.05,21179.0
300530 ,达志科技,3.862,46.52,45.0,49.19,44.48,44.79,1635378.0,4.73645,76933676.0,58.886,6.345,327528.712,160621.99978,化工原料,广东,90.21,0.35,0.7,5.63,4.59,0.14,2.12,3.01,0.124,7.33,6.11,20160809.0,2.07,2.94,25.73,-11.74,32.18,20.93,4887.0
300529 ,健帆生物,-0.583,68.25,68.12,69.11,67.6,68.65,1914258.0,0.83401,131042461.0,70.361,15.541,2858783.928,1566508.841625,医疗保健,广东,55.41,2.3,4.18,21.84,14.09,4.29,5.4,1.29,0.31,4.39,15.63,20160802.0,8.26,1.97,42.9,44.02,85.32,43.9,12868.0
300528 ,幸福蓝海,0.725,6.95,6.89,7.06,6.89,6.9,1513760.0,0.7007500000000001,10563361.0,-4.86,1.889,258962.59753,150134.460865,影视音像,江苏,48.63,2.16,3.73,23.75,16.66,3.52,8.6,2.31,0.035,3.68,1.88,20160808.0,1.0,0.27,24.31,-70.65,35.88,2.17,28341.0
300527 ,中国应急,1.88,13.55,13.3,13.76,13.07,13.3,24524727.0,2.68379,328280890.0,41.223,5.764,1238209.995825,1238209.995825,专用机械,湖北,457.01,9.14,9.14,42.01,32.52,4.33,4.09,0.45,0.006999999999999999,2.25,5.91,20160805.0,6.77,0.74,0.69,30.82,18.81,2.03,46295.0
300526 ,中潜股份,4.183,42.59,42.0,44.56,38.18,40.88,6053788.0,3.55892,247307547.0,319.265,13.096,726844.415344,724463.314919,服饰,广东,292.05,1.7,1.71,10.62,3.14,2.52,1.02,0.6,0.07,3.25,12.57,20160802.0,2.59,1.52,12.36,-25.65,31.41,5.12,9277.0
300525 ,博思软件,3.382,23.23,22.47,23.47,22.47,22.47,1974445.0,1.42039,45559954.0,33.893,5.133,451716.642,322913.049607,软件服务,福建,0.0,1.39,1.94,9.55,4.42,1.44,2.73,1.41,-0.12,3.02,7.45,20160726.0,2.37,1.22,105.91,-83.47,55.25,-28.48,8634.0
300523 ,辰安科技,0.0,36.3,36.29,37.47,36.19,36.3,1406225.0,0.91183,51619483.0,38.555,4.214,844474.62594,559818.63993,软件服务,北京,0.0,1.54,2.33,23.08,18.67,1.54,8.44,3.63,-0.304,5.74,6.32,20160726.0,3.21,1.38,5.41,-229.87,46.63,-22.86,10216.0
300522 ,世名科技,-0.327,15.24,15.29,15.41,15.21,15.29,314800.0,0.41098,4812619.0,27.205,2.825,184375.044,116735.315424,染料涂料,江苏,31.75,0.77,1.21,7.16,4.93,1.32,2.46,2.03,0.12,5.39,2.83,20160705.0,2.55,2.11,4.48,-8.67,41.71,19.16,10995.0
300521 ,爱司凯,0.783,10.3,10.2,10.38,10.17,10.22,628120.0,0.43620000000000003,6452868.0,58.291,2.899,148320.0,148319.02665,专用机械,广东,0.0,1.44,1.44,5.79,3.36,0.84,1.41,0.98,-0.012,3.55,2.88,20160705.0,2.08,1.44,-0.77,-169.6,47.64,-5.46,11182.0
300520 ,科大国创,-0.113,17.71,17.7,18.08,17.6,17.73,3786872.0,2.04222,67401828.0,73.792,3.214,423682.854364,328395.207063,软件服务,安徽,71.18,1.86,2.39,21.16,10.38,0.59,8.15,3.4,0.125,5.51,3.22,20160708.0,2.45,1.03,127.97,335.19,27.36,4.29,24564.0
300519 ,新光药业,-0.218,13.7,13.73,13.92,13.6,13.73,595100.0,0.52156,8213691.0,24.909,2.7880000000000003,219200.0,156317.0,中成药,浙江,16.86,1.14,1.6,8.49,6.83,0.63,1.61,1.01,0.204,4.91,2.79,20160624.0,3.98,2.49,0.87,-1.16,57.09,38.29,14536.0
300518 ,盛讯达,4.044,25.73,24.8,25.94,24.58,24.73,2423389.0,3.9107000000000003,61537241.0,233.909,2.157,240163.82,159443.936738,软件服务,深圳,32.24,0.93,0.93,18.25,4.75,3.25,4.9,5.25,0.192,11.93,2.07,20160624.0,4.84,5.18,-13.01,383.75,41.83,32.48,16106.0
300517 ,海波重科,0.626,14.47,14.38,14.53,14.35,14.38,642800.0,1.04786,9292162.0,60.292,2.297,154617.738,88764.9127,建筑工程,湖北,27.97,0.57,1.07,12.86,9.87,1.85,3.17,2.97,0.129,6.3,2.28,20160719.0,2.5,2.34,264.89,245.49,18.49,8.99,11958.0
300516 ,久之洋,1.349,35.3,34.8,35.68,34.16,34.83,4795764.0,2.66431,167174930.0,92.895,4.096,635400.0,635400.0,电器仪表,湖北,155.31,1.8,1.8,11.79,8.95,2.23,4.52,2.51,0.055999999999999994,5.74,6.06,20160602.0,4.03,2.24,22.75,5.79,29.86,9.53,15346.0
300515 ,三德科技,0.0,9.3,9.3,9.45,9.25,9.3,1201000.0,0.7018200000000001,11207517.0,53.052,3.892,187915.8,159148.36575,电器仪表,湖南,53.83,1.71,2.02,6.06,4.7,0.92,1.2,0.59,0.043,2.39,3.89,20160608.0,1.46,0.72,42.71,48.98,63.41,18.19,15227.0
300514 ,友讯达,10.0,14.19,12.91,14.19,12.91,12.9,3846691.0,4.25896,53625848.0,54.078,5.442,283800.0,128164.08,通信设备,深圳,0.0,0.9,2.0,8.66,7.74,0.23,1.14,0.57,-0.035,2.61,4.95,20170426.0,1.83,0.91,1.05,-185.86,27.63,-6.68,19700.0
300513 ,恒实科技,3.304,12.82,12.41,12.86,12.4,12.41,6211684.0,2.71044,78269094.0,17.215,0.9530000000000001,402152.06071,293803.885836,软件服务,北京,41.99,2.29,3.14,32.28,15.83,3.38,17.51,5.58,0.07400000000000001,7.28,1.7,20160530.0,3.39,1.08,263.48,1656.73,36.35,15.21,12744.0
300512 ,中亚股份,-0.702,11.32,11.4,11.41,11.28,11.4,494440.0,0.22840000000000002,5609848.0,16.406,2.259,305640.0,245055.373584,专用机械,浙江,25.63,1.26,2.7,19.83,14.15,2.27,5.68,2.11,0.111,5.01,2.27,20160526.0,4.05,1.5,38.71,-27.47,35.69,14.35,20949.0
300511 ,雪榕生物,0.0,7.97,7.96,8.07,7.92,7.97,2593500.0,1.05708,20756368.0,22.771,2.025,342104.220225,195540.627307,种植业,上海,6.28,2.45,4.29,38.58,7.87,23.8,4.36,1.02,0.31,3.93,2.03,20160504.0,7.96,1.86,-1.02,21.46,32.23,25.4,19416.0
300510 ,金冠股份,-0.364,5.48,5.52,5.54,5.45,5.5,2891959.0,0.57237,15866688.0,14.051,0.675,483820.971232,276884.125644,电气设备,吉林,0.0,5.05,8.83,53.74,18.17,8.42,32.02,3.63,-0.001,4.82,1.14,20160506.0,4.93,0.56,-8.54,-104.69,28.54,-0.59,20138.0
300509 ,新美星,-0.124,8.06,8.04,8.22,8.0,8.07,1962265.0,1.5521099999999999,15878983.0,28.786,2.007,183768.0,101899.356,专用机械,江苏,36.01,1.26,2.28,13.38,9.61,2.64,2.34,1.03,0.055999999999999994,2.68,3.01,20160425.0,1.91,0.84,30.62,7.75,33.53,8.21,9228.0
300508 ,维宏股份,0.409,31.9,31.77,31.98,31.5,31.77,809146.0,1.95795,25690292.0,-105.769,5.782,290009.28,131830.52696,软件服务,上海,45.94,0.41,0.91,5.78,3.82,1.03,1.66,1.83,0.34600000000000003,5.52,5.76,20160419.0,2.16,2.38,-17.78,4556.37,62.99,31.56,11469.0
300507 ,苏奥传感,-0.221,9.02,9.08,9.08,8.97,9.04,497624.0,0.38169000000000003,4490821.0,12.528,1.151,198634.4712,117597.599658,汽车配件,江苏,75.52,1.31,2.2,11.97,9.23,1.56,3.5,1.59,0.03,4.36,2.08,20160429.0,4.67,2.12,-32.95,-78.28,27.35,5.95,14723.0
300506 ,名家汇,5.501,8.63,8.12,8.68,8.12,8.18,4992400.0,1.24691,41464002.0,8.99,1.526,565304.504688,345529.582289,建筑工程,深圳,19.08,4.0,6.55,34.73,23.68,0.61,8.45,1.29,0.107,2.98,2.75,20160324.0,6.85,1.05,71.48,105.2,52.89,26.74,28777.0
300505 ,川金诺,0.046,21.59,21.6,21.69,21.48,21.58,718000.0,1.38176,15480600.0,31.445,2.465,217035.897398,112187.365668,化工原料,云南,44.04,0.52,1.01,12.61,6.57,4.45,4.19,4.17,0.13,8.76,2.46,20160315.0,3.18,3.16,28.17,48.31,29.32,5.4,15976.0
300504 ,天邑股份,0.234,25.71,25.64,25.78,25.43,25.65,3701192.0,3.7290900000000002,94647527.0,42.148,3.806,687505.968,255176.892,通信设备,四川,34.23,0.99,2.67,25.87,23.52,1.64,7.6,2.84,0.187,6.75,3.8,20180330.0,7.01,2.62,6.97,-4.26,17.92,7.07,33525.0
300503 ,昊志机电,-1.896,8.28,8.31,8.35,8.18,8.44,3748200.0,2.4183,30920608.0,41.4,2.223,235142.965692,128334.352212,机械基件,广东,274.12,1.55,2.84,17.41,11.0,3.76,3.63,1.28,0.008,3.72,2.27,20160309.0,3.64,1.28,-18.56,-82.99,49.07,2.75,16278.0
300502 ,新易盛,-0.361,30.35,30.33,30.96,30.12,30.46,6194182.0,3.92043,189357723.0,222.182,6.183,717653.52025,479522.239505,通信设备,四川,55.56,1.58,2.36,14.15,9.83,3.15,3.93,1.66,0.13699999999999998,4.95,6.16,20160303.0,5.24,2.22,26.13,991.05,29.63,14.48,14057.0
300501 ,海顺新材,0.753,12.04,11.98,12.12,11.9,11.95,466100.0,0.5572400000000001,5617659.0,18.242,1.887,188461.8792,100707.973184,广告包装,上海,26.81,1.51,1.57,10.8,4.92,2.93,3.02,1.93,0.111,4.25,2.81,20160204.0,2.66,1.7,48.87,10.28,31.04,10.67,8284.0
300500 ,启迪设计,1.258,14.49,14.4,14.67,14.32,14.31,615060.0,0.39651000000000003,8929496.0,17.047,1.5110000000000001,252836.859114,224767.570104,建筑工程,江苏,46.49,1.55,1.74,21.87,13.14,1.98,7.77,4.45,0.077,7.38,1.94,20160204.0,3.57,2.05,40.32,8.41,29.01,6.43,14644.0
300499 ,高澜股份,1.091,12.97,12.77,13.25,12.62,12.83,3719060.0,2.97694,48333116.0,27.021,3.428,241199.00445,162032.728826,专用机械,广东,47.24,1.25,1.86,13.8,10.4,1.51,1.87,1.0,0.136,3.78,3.39,20160202.0,3.25,1.75,41.94,37.72,35.19,6.46,9177.0
300498 ,温氏股份,-0.379,39.43,39.21,39.8,39.0,39.58,14946104.0,0.37275,590116825.0,52.496,6.08,20949588.893461,15810306.296259,农业综合,广东,0.0,37.54,53.13,530.9,214.88,188.23,63.84,1.2,-0.087,6.49,6.1,20151102.0,207.32,3.9,6.17,-132.69,4.95,-3.3,42790.0
300497 ,富祥股份,1.486,16.39,16.0,16.59,15.93,16.15,3916491.0,2.07505,64136381.0,18.625,3.984,439905.992141,309348.677231,化学制药,江西,18.98,1.89,2.68,25.41,15.57,4.86,3.25,1.21,0.44,4.11,3.93,20151222.0,5.55,2.07,-4.74,-13.49,39.87,19.28,12923.0
300496 ,中科创达,-1.329,36.38,36.71,37.03,36.1,36.87,8026469.0,2.83933,292941905.0,87.853,8.975,1465588.843786,1028421.479686,软件服务,北京,84.19,2.83,4.03,23.88,12.31,0.77,6.5,1.61,0.21899999999999997,4.05,9.09,20151210.0,5.24,1.3,27.15,44.46,41.07,12.0,43156.0
300495 ,美尚生态,-0.463,12.91,13.02,13.12,12.89,12.97,14347609.0,4.51345,186437026.0,19.898,2.12,870510.311008,410390.166299,环境保护,江苏,196.54,3.18,6.74,90.11,56.77,0.8,23.74,3.52,0.016,6.14,2.11,20151222.0,11.38,1.69,-2.7,-5.86,33.57,4.57,32255.0
300494 ,盛天网络,1.613,11.34,11.16,11.49,11.16,11.16,3181850.0,2.15109,36219767.0,51.545,2.74,272160.0,167738.92695,互联网,湖北,149.68,1.43,2.4,11.19,10.08,0.49,3.37,1.4,0.019,4.14,2.7,20151231.0,3.5,1.46,2.06,-77.7,27.87,3.8,23981.0
300493 ,润欣科技,1.161,6.97,7.38,7.38,6.95,6.89,13961250.0,2.92646,99159477.0,139.4,3.05,332517.066514,332517.066514,通信设备,上海,112.33,4.77,4.77,11.18,9.06,0.02,2.44,0.51,0.015,1.52,4.52,20151210.0,1.44,0.3,-9.86,-44.98,9.93,2.18,24633.0
300492 ,山鼎设计,7.348,26.59,27.25,27.25,26.01,24.77,4043551.0,11.19898,107676091.0,83.094,6.976,221228.8,96006.954826,建筑工程,四川,185.56,0.36,0.83,4.27,3.41,0.49,0.96,1.16,0.033,3.81,6.5,20151223.0,1.28,1.54,45.85,43.91,30.88,5.74,9528.0
300491 ,通合科技,1.103,12.83,12.8,12.95,12.72,12.69,671346.0,0.5663900000000001,8610780.0,-128.3,3.202,206880.546349,152073.637175,电气设备,河北,0.0,1.19,1.61,8.17,4.24,1.6,3.85,2.39,-0.003,4.01,3.17,20151231.0,0.92,0.57,57.87,63.74,40.08,-1.23,12799.0
300490 ,华自科技,-0.724,9.6,9.67,9.75,9.6,9.67,875700.0,0.44369000000000003,8467701.0,22.326,1.499,251462.2128,189471.55968,电气设备,湖南,170.72,1.97,2.62,31.18,18.07,1.55,11.25,4.3,0.013999999999999999,6.4,1.51,20151231.0,2.93,1.12,13.58,-59.8,33.46,1.71,18098.0
300489 ,中飞股份,-1.943,18.67,18.9,19.0,18.57,19.04,1213400.0,1.6961,22737791.0,1228.289,3.7119999999999997,169430.25,133566.348742,铝,黑龙江,0.0,0.72,0.91,6.43,2.14,3.59,1.88,2.07,-0.11599999999999999,5.03,3.79,20150701.0,1.58,1.75,-18.31,-435.7,-1.56,-46.23,10000.0
300488 ,恒锋工具,-0.363,16.49,16.47,16.75,16.41,16.55,941448.0,1.91009,15597928.0,24.612,1.81,275534.910827,81276.104933,机械基件,浙江,31.65,0.49,1.67,11.14,4.23,3.53,3.35,2.0,0.131,5.72,2.89,20150701.0,4.84,2.89,8.36,-2.04,48.12,27.43,6852.0
300487 ,蓝晓科技,-1.088,30.9,31.26,31.44,30.89,31.24,1272089.0,1.15595,39498118.0,43.521,6.5600000000000005,638220.1875,340046.58342,化工原料,陕西,28.7,1.1,2.07,19.67,12.05,1.4,3.34,1.62,0.28,4.71,6.63,20150702.0,4.47,2.17,85.73,179.35,45.95,22.9,14314.0
300486 ,东杰智能,0.234,12.84,12.81,12.9,12.77,12.81,392900.0,0.29744000000000004,5043980.0,31.317,1.756,231981.353424,169608.812844,专用机械,山西,55.72,1.34,1.81,21.68,11.78,3.46,8.3,4.59,0.057,7.31,1.75,20150630.0,2.77,1.53,6.28,7.07,28.82,10.14,16785.0
300485 ,赛升药业,-0.402,9.91,9.95,9.97,9.89,9.95,865419.0,0.35077,8586329.0,16.797,1.8439999999999999,479808.506,244499.52,生物制药,北京,26.89,2.47,4.84,26.99,17.29,0.57,8.28,1.71,0.092,5.37,1.85,20150626.0,11.75,2.43,-27.83,-25.19,85.09,22.94,19515.0
300484 ,蓝海华腾,3.497,10.95,10.6,11.16,10.56,10.58,3885409.0,2.8918,42343057.0,91.25,3.209,227760.0,147123.636075,电气设备,深圳,58.74,1.35,2.08,10.01,8.35,0.58,0.82,0.4,0.045,3.41,3.1,20160322.0,3.78,1.82,11.48,156.14,33.84,15.21,14846.0
300483 ,沃施股份,0.905,40.12,39.76,40.88,39.76,39.76,504213.0,0.9995600000000001,20362234.0,445.778,2.752,409084.029344,202379.322,专用机械,上海,42.77,0.5,1.02,66.0,8.15,4.84,11.79,11.56,0.465,14.58,2.73,20150630.0,1.83,1.8,441.04,606.14,54.45,6.23,5812.0
300482 ,万孚生物,-1.682,45.01,45.55,45.6,44.41,45.78,1349944.0,0.5632100000000001,60741674.0,48.924,7.681,1543228.311933,1078825.047636,生物制药,广东,54.07,2.4,3.43,27.87,18.18,3.73,8.78,2.56,0.212,5.86,7.81,20150630.0,7.53,2.2,27.62,31.5,61.55,16.04,10322.0
300481 ,濮阳惠成,-0.068,14.63,14.4,14.7,14.36,14.64,5098279.0,1.99287,74136674.0,34.833,4.79,376084.632,374272.8528,化工原料,河南,26.4,2.56,2.57,8.46,5.3,2.15,2.03,0.79,0.27699999999999997,3.05,4.79,20150630.0,2.92,1.13,9.78,36.31,35.44,20.35,21465.0
300480 ,光力科技,-1.914,15.89,16.02,16.29,15.81,16.2,6858755.0,7.27817,109545032.0,72.227,4.355,304774.857359,149743.198409,电器仪表,河南,166.07,1.06,1.92,7.85,4.76,0.44,2.43,1.27,0.024,3.65,4.44,20150702.0,2.34,1.22,25.54,17.42,55.41,9.82,11841.0
300479 ,神思电子,0.872,15.04,14.95,15.16,14.81,14.91,2124754.0,1.31446,31902561.0,237.224,4.153,254608.004448,243112.672256,软件服务,山东,148.97,1.62,1.69,8.64,5.09,0.76,2.62,1.54,0.05,3.62,4.12,20150612.0,1.6,0.94,2.74,81.38,38.64,4.3,23505.0
300478 ,杭州高新,-0.965,14.37,14.78,14.78,14.18,14.51,737640.0,0.58564,10683662.0,84.529,3.242,182029.101,180996.541776,橡胶,浙江,155.95,1.26,1.27,11.03,7.98,2.55,1.8,1.42,0.023,4.43,3.27,20150610.0,2.12,1.67,41.62,312.89,19.09,1.68,6942.0
300477 ,合纵科技,3.542,8.77,8.47,8.88,8.47,8.47,9680200.0,2.97074,83764124.0,97.444,2.63,510584.701034,285771.430486,电气设备,北京,0.0,3.26,5.82,46.72,26.76,6.43,8.2,1.41,-0.021,3.33,2.54,20150610.0,5.0,0.86,-8.82,-338.05,21.1,-3.58,26853.0
300476 ,胜宏科技,-1.466,13.44,13.58,13.96,13.44,13.64,10267730.0,1.35176,140576031.0,27.429,3.366,1047177.5664,1020875.669184,元器件,广东,27.42,7.6,7.79,55.44,25.14,19.5,12.52,1.61,0.13,3.99,3.42,20150611.0,9.44,1.21,-6.28,9.96,28.5,12.48,22185.0
300475 ,聚隆科技,0.731,13.78,13.66,13.85,13.66,13.68,2703072.0,2.09485,37189718.0,81.059,2.222,275600.0,177809.111064,专用机械,安徽,35.69,1.29,2.0,14.38,12.43,1.35,4.34,2.17,0.096,6.2,2.21,20150610.0,5.51,2.75,12.38,58077.31,30.99,33.09,12819.0
300474 ,景嘉微,-0.176,39.61,39.5,40.13,39.25,39.68,1610160.0,1.19746,63781442.0,74.736,5.343,1193691.134894,532615.11241,元器件,湖南,145.26,1.34,3.01,24.25,20.41,2.13,13.72,4.55,0.068,7.41,5.35,20160331.0,5.28,1.75,44.18,46.38,64.41,23.27,24349.0
300473 ,德尔股份,0.186,26.91,26.86,27.0,26.79,26.86,227300.0,0.22344000000000003,6122570.0,20.512,1.5350000000000001,282976.364853,273754.67652,汽车配件,辽宁,27.77,1.02,1.05,46.94,19.68,9.06,12.47,11.86,0.25,17.53,1.53,20150612.0,5.25,4.99,4.95,-44.2,26.61,2.89,10625.0
300472 ,新元科技,-1.308,12.83,13.0,13.04,12.82,13.0,457113.0,0.28400000000000003,5901945.0,23.327,2.382,267952.322712,206508.140203,专用机械,北京,37.51,1.61,2.09,15.1,6.62,1.75,7.9,3.78,0.087,5.52,2.35,20150611.0,2.13,1.02,38.95,82.09,31.97,12.11,5885.0
300471 ,厚普股份,-0.476,8.36,8.42,8.47,8.35,8.4,5817890.0,2.14102,48879636.0,-6.421,2.5700000000000003,304905.92,227170.089652,专用机械,四川,0.0,2.72,3.65,18.71,7.28,7.6,6.73,1.85,-0.045,3.25,2.58,20150611.0,0.54,0.15,-0.25,78.52,30.05,-10.27,38728.0
300470 ,日机密封,-1.107,25.02,25.25,25.42,24.98,25.3,898380.0,0.49986,22591411.0,28.185,4.171,492261.2442,449677.7046,机械基件,四川,25.88,1.8,1.97,16.43,11.76,1.91,3.7,1.88,0.25,6.0,4.22,20150612.0,5.98,3.04,57.7,56.84,51.58,22.5,9160.0
300469 ,信息发展,-0.464,15.01,15.08,15.18,14.9,15.08,1514058.0,0.91351,22769198.0,40.568,3.775,307908.199376,248777.550206,软件服务,上海,0.0,1.66,2.05,14.05,10.15,0.15,1.89,0.92,-0.08,2.36,6.38,20150611.0,1.9,0.93,26.24,10.41,39.35,-29.54,13627.0
300468 ,四方精创,3.239,17.53,17.05,18.18,17.05,16.98,6092536.0,3.27058,107383009.0,50.086,3.189,331261.361533,326554.246252,软件服务,深圳,57.43,1.86,1.89,12.12,7.28,2.84,5.96,3.15,0.07400000000000001,5.65,3.01,20150527.0,3.22,1.7,2.99,6.05,43.44,13.04,18946.0
300467 ,迅游科技,1.224,16.54,16.36,16.68,16.11,16.34,3057263.0,2.30428,50201566.0,-4.739,1.589,369417.706126,219448.249238,互联网,四川,12.59,1.32,2.23,28.62,8.1,0.2,26.68,11.94,0.324,10.12,1.61,20150527.0,-5.65,-2.53,-23.39,39.77,81.1,54.09,20587.0
300466 ,赛摩电气,1.642,6.19,6.38,6.45,6.16,6.09,23359655.0,7.95747,146655554.0,-16.289,2.811,342151.853221,181711.383745,电器仪表,江苏,23.11,2.94,5.53,16.28,8.41,1.86,6.13,1.11,0.066,2.2,2.77,20150528.0,0.29,0.05,44.53,539.22,39.93,31.29,29096.0
300465 ,高伟达,0.0,7.46,7.48,7.56,7.38,7.46,7461860.0,1.7436600000000002,55735597.0,32.435,2.807,333303.741322,319245.0304,软件服务,北京,163.75,4.28,4.47,23.12,11.67,0.63,3.43,0.77,0.011000000000000001,2.66,2.8,20150528.0,3.89,0.87,8.64,296.53,22.85,1.61,45100.0
300464 ,星徽精密,0.745,8.11,8.05,8.32,8.05,8.05,1148900.0,0.58157,9319925.0,811.0,1.8170000000000002,257890.241163,160214.088891,机械基件,广东,31.66,1.98,3.18,28.7,11.62,4.15,8.82,2.77,0.064,4.46,1.8,20150610.0,1.94,0.61,557.66,347.07,46.17,3.0,10792.0
300463 ,迈克生物,-1.255,23.6,23.93,24.14,23.51,23.9,1904912.0,0.51842,45301015.0,29.357,4.556,1316608.6,867168.1114,医疗保健,四川,24.74,3.67,5.58,50.38,32.22,12.85,4.98,0.89,0.49,5.18,4.61,20150528.0,18.09,3.24,21.73,16.27,53.07,17.76,14279.0
300462 ,华铭智能,-2.302,28.44,28.85,29.55,28.16,29.11,5847555.0,7.55768,168894739.0,74.842,6.101,391789.44,220047.1056,专用机械,上海,65.83,0.77,1.38,8.83,7.74,0.7,1.98,1.44,0.111,4.66,6.24,20150527.0,2.68,1.95,-9.56,-44.81,44.54,20.65,14934.0
300461 ,田中精机,0.0,19.72,19.87,19.87,19.51,19.72,325700.0,0.52131,6392394.0,-27.775,8.698,245701.395216,123205.574784,专用机械,浙江,17.09,0.93,1.25,13.82,10.72,1.25,2.33,1.87,0.28800000000000003,2.27,8.7,20150519.0,-0.07,-0.06,127.18,869.25,44.2,13.13,6764.0
300460 ,惠伦晶体,0.988,9.2,9.11,9.29,9.04,9.11,1409700.0,0.83774,12968777.0,-69.434,2.4050000000000002,154812.264,154812.264,元器件,广东,0.0,1.68,1.68,9.56,3.86,4.04,2.57,1.53,-0.07400000000000001,3.83,2.38,20150515.0,1.91,1.13,-46.74,-625.83,4.57,-29.33,15132.0
300459 ,金科文化,2.789,2.58,2.51,2.6,2.5,2.51,27496535.0,1.21198,70681245.0,6.0,0.719,914234.367222,585330.610368,互联网,浙江,8.87,22.69,35.44,140.17,49.66,6.55,37.0,1.04,0.071,2.0,1.26,20150515.0,17.34,0.49,-5.7,-13.73,75.28,38.56,33822.0
300458 ,全志科技,1.491,22.46,22.19,22.6,22.09,22.13,5014575.0,2.35276,111747502.0,62.389,3.434,742551.760222,478703.813114,元器件,广东,75.47,2.13,3.31,24.52,20.75,1.49,6.3,1.9,0.073,6.54,3.38,20150515.0,10.84,3.28,10.46,287.9,31.26,7.44,32610.0
300457 ,赢合科技,-0.241,24.86,24.89,25.0,24.62,24.92,2068600.0,0.8207200000000001,51259771.0,27.022,3.078,934744.62642,626588.362202,专用机械,深圳,33.13,2.52,3.76,54.8,38.47,5.19,18.51,4.92,0.188,8.08,3.09,20150514.0,8.12,2.16,18.68,17.51,39.85,15.45,22575.0
300456 ,耐威科技,1.908,12.82,12.59,12.92,12.47,12.58,5922030.0,2.16614,75346370.0,37.706,1.609,822913.97956,350487.559424,元器件,北京,164.01,2.73,6.42,44.69,25.01,2.39,20.41,3.18,0.019,4.2,3.0,20150514.0,3.97,0.62,-5.44,99.67,37.19,9.26,21363.0
300455 ,康拓红外,-0.458,8.69,8.73,8.86,8.62,8.73,6105074.0,1.21996,53496839.0,58.519,5.948,442842.4,434875.473175,运输设备,北京,96.44,5.0,5.1,8.39,6.37,1.3,0.24,0.05,0.045,1.46,5.98,20150515.0,1.63,0.32,9.07,3.5,40.73,21.59,23445.0
300454 ,深信服,-2.367,106.85,109.0,109.0,105.67,109.44,487402.0,0.23313000000000003,52239795.0,68.935,12.591,4307251.72,2233870.21,软件服务,深圳,0.0,2.09,4.03,47.68,25.94,1.86,20.45,5.07,-0.087,8.49,12.9,20180516.0,9.86,2.45,21.56,-171.3,69.96,-5.47,9590.0
300453 ,三鑫医疗,0.551,7.3,7.31,7.38,7.23,7.26,2016760.0,1.35901,14691214.0,28.077,1.943,191774.65,108331.41235,医疗保健,江西,94.92,1.48,2.63,8.56,2.98,3.36,1.84,0.7,0.02,2.35,3.09,20150515.0,2.52,0.96,13.19,-24.57,26.88,3.71,14356.0
